"machine","ipAdresses","osVer","gitVer","directory","remoteUrl","currentBranch","currentTags","currentCommitDate","currentCommitDescription","currentCommitHash","syncTime (accuracy not guarenteed)",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/notifier/src","https://github.com/edx/notifier.git","master","16 tags point to current commit:
  ned/test-ficus.1
  ned/test-ficus.2
  nedbat/test-ficus.1rc4
  nedbat/test/ficus.1rc4.1
  nedbat/test/ficus.1rc4.2
  nedbat/test/ficus.1rc4.3
  nedbat/test/ficus.2.1
  nedbat/test/ficus.2.3
  nedbat/test/ficus.2rc1.1
  nedbat/test/ficus.2rc1.2
  open-release/ficus.1
  open-release/ficus.1rc1
  open-release/ficus.1rc2
  open-release/ficus.1rc3
  open-release/ficus.1rc4
  open-release/ficus.2","2016-11-18 18:00:55 -0500","Merge pull request #41 from edx/ned/update-kombu-for-xenial","c334599","2017-03-22 14:01:37.831281691 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/notifier/virtualenvs/notifier/src/opaque-keys","https://github.com/edx/opaque-keys.git","5 branches contain current commit:
  master
  ormsbee/lazy_key
  ormsbee/revert_caching
  revert-84-ormsbee/reapply_optimizations
  zub/ENT-211-add-aggregate-course-key","0.1.2","2014-10-15 15:17:12 -0400","Merge pull request #43 from edx/bug/old_namespaces","a70af7c","2017-03-22 14:01:40.027348276 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/programs/programs","https://github.com/edx/programs.git","master","","2017-03-09 10:49:47 -0500","Archive the programs repository","fb0e680","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-jsme","https://github.com/jazkarta/edx-jsme.git","master","1.0.1-5-g690dbf7","2017-01-05 13:46:13 -0700","Merge pull request #6 from cahrens/patch-1","690dbf7","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-sga","https://github.com/mitodl/edx-sga","4 branches contain current commit:
  fix/aq/exception_server
  master
  release
  release-candidate","2 tags point to current commit:
  v0.4.0-16-g172a90f
  v0.6.0~1","2015-02-12 16:46:43 -0500","Merge pull request #56 from mitodl/rc/0.5.0","172a90f","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/xblock-drag-and-drop-v2","https://github.com/edx-solutions/xblock-drag-and-drop-v2.git","6 branches contain current commit:
  master
  sstudent/new_release
  sstudent/testing-2
  ziafazal/WL-581
  ziafazal/WL-581-b
  ziafazal/remove-duplicae-msgid","v2.0.11","2016-10-18 09:25:28 +0200","Merge pull request #106 from arbrandes/final_state","24c6ced","2017-03-22 13:42:18.130942335 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/rate-xblock","https://github.com/pmitros/RateXBlock.git","4 branches contain current commit:
  master
  pmitros/ux-revamp
  push-to-prod
  release-alpha","","2015-10-16 14:34:14 -0400","More i18n","367e19c","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-reverification-block","https://github.com/edx/edx-reverification-block.git","3 branches contain current commit:
  ammar/update-satellite-repos
  master
  ned/upgrade-django-1.8","0.0.5","2015-11-06 12:08:54 +0500","bump library version","cd9a252","2017-03-22 13:41:21.124870952 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/pygeoip","https://github.com/appliedsec/pygeoip.git","master","2 tags point to current commit:
  v0.3.1-5-g95e6934
  v0.3.2~10","2014-02-11 01:48:32 +0100","Add heading over the toctree","95e6934","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/parse-rest","https://github.com/dgrtwo/ParsePy.git","master","","2015-04-13 10:26:29 -0400","Merge pull request #107 from danrobinson/ACL","7949b9f","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/django-splash","https://github.com/edx/django-splash.git","2 branches contain current commit:
  ammar/upgrade-to-django1.8
  master","v0.2","2015-10-22 18:33:56 +0500","upgrade migrations","da3f5b7","2017-03-22 13:41:12.104529021 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/xblock-google-drive","https://github.com/edx-solutions/xblock-google-drive.git","master","","2015-02-20 16:06:44 +0100","Merge pull request #25 from edx-solutions/mjevtic/PR-18","138e6fa","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-submissions","https://github.com/edx/edx-submissions.git","5 branches contain current commit:
  efischer/django_unpin
  efischer/pytz
  efischer/swallow_reset_signal
  efischer/version_bump
  master","1.1.4","2016-12-06 16:05:34 -0500","Merge pull request #51 from edx/efischer/send_time","e4c4eae","2017-03-22 13:41:18.180759809 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/pystache-custom","https://github.com/dementrock/pystache_custom.git","master","v0.5.2-5-g7769737","2012-08-19 17:55:28 -0700","added support for applying lambda function after rendering","7769737","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/codejail","https://github.com/edx/codejail.git","edx-platform-master","","2017-01-13 11:05:09 -0500","Allow 15 threads instead of 5","a320d43","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/ora2","https://github.com/edx/edx-ora2.git","20 branches contain current commit:
  aj/test_ora2_build
  cdyer/celery-3.1.25
  dmitry/upload_improvements
  efischer/credo_replay
  efischer/criterion_names
  efischer/fix_acceptance_tests
  efischer/new_name
  efischer/pylint_fixup
  efischer/sub_update
  efischer/swallow_reset_signal
  efischer/tmp
  efischer/update_readme
  grade_available_responses_view
  greg-temp
  greric/hackathon16
  jlajoie/dsl-acceptance-tests
  jlajoie/gocd-test
  master
  rc/1.3.0
  rc/1.3.3","1.2.0","2017-01-26 15:31:04 -0500","Merge pull request #971 from edx/yro_release","4abd0ef","2017-03-22 13:42:33.691483591 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/azure-media-services","https://github.com/Microsoft/xblock-azure-media-services.git","master","v0.2-53-g013c958","2017-03-10 14:10:39 -0800","Merge pull request #24 from Microsoft/apgooglechrm","013c958","2017-03-22 13:42:23.447128323 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/done-xblock","https://github.com/pmitros/DoneXBlock.git","3 branches contain current commit:
  master
  pmitros/analytics-review
  pr-review-a","release-2016-08-10~17","2014-06-05 16:00:25 -0400","Fixes for doctype=html","1ce0ac1","2017-03-22 13:42:12.886757745 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/xblock-poll","https://github.com/open-craft/xblock-poll","master","v1.2.3","2016-12-06 09:48:08 +0100","Merge pull request #18 from open-craft/poll-options-a11y","f3a675c","2017-03-22 13:41:23.776970694 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/event-tracking","https://github.com/edx/event-tracking.git","2 branches contain current commit:
  master
  unpin-dependencies","0.2.1","2015-11-19 17:48:11 +0500","Merge pull request #34 from edx/django1.8-upgrade","c9573cf","2017-03-22 13:41:11.196494365 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/lti-consumer-xblock","https://github.com/edx/xblock-lti-consumer.git","master","v1.1.2","2017-01-30 19:32:07 +0500","updated version in setup.py","0f808cd","2017-03-22 13:42:39.435681038 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/acid-xblock","https://github.com/edx/acid-block.git","master","","2014-11-26 16:13:02 -0500","Merge pull request #9 from edx/dhm/aside","e46f9cd","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/officemix","https://github.com/OfficeDev/xblock-officemix.git","master","","2015-11-23 17:50:05 -0800","Merge pull request #8 from kurtb/master","3f876b5","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/themes","https://github.com/microsoft/edx-theme.git","oxa/master.fic","oxa/master.dog-207-g6cc3f51","2017-04-03 09:38:47 -0700","Merge pull request #67 from Microsoft/email_temp_mani","6cc3f51","2017-04-04 13:39:53.704225721 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edxapp/edx-platform","https://github.com/microsoft/edx-platform.git","oxa/master.fic","release-2016-08-09-1735-g622a362","2017-03-21 09:38:34 -0700","Merge pull request #20 from Microsoft/btelnes-oxa/master.fic","622a362","2017-03-22 13:41:01.312114299 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/xqueue/venvs/xqueue/src/pika","https://github.com/pika/pika.git","2 branches contain current commit:
  client-properties-override
  master","2 tags point to current commit:
  0.9.9-31-ga731347
  0.9.10~24","2013-02-26 08:52:05 -0800","Merge pull request #292 from wulczer/channel-closed-and-ioloop-stop","a731347","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/xqueue/xqueue","https://github.com/edx/xqueue.git","open-release/ficus.master","16 tags point to current commit:
  ned/test-ficus.1
  ned/test-ficus.2
  nedbat/test-ficus.1rc4
  nedbat/test/ficus.1rc4.1
  nedbat/test/ficus.1rc4.2
  nedbat/test/ficus.1rc4.3
  nedbat/test/ficus.2.1
  nedbat/test/ficus.2.3
  nedbat/test/ficus.2rc1.1
  nedbat/test/ficus.2rc1.2
  open-release/ficus.1
  open-release/ficus.1rc1
  open-release/ficus.1rc2
  open-release/ficus.1rc3
  open-release/ficus.1rc4
  open-release/ficus.2","2016-12-05 11:18:56 -0500","Merge pull request #119 from edx/edx-django-release-util/0.2.0","2f780fc","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/forum/.gem/ruby/1.9.1/bundler/gems/mongoid-tree-b381dd56f1b3","/edx/app/forum/.gem/ruby/1.9.1/cache/bundler/git/mongoid-tree-782d1c594c580403d2c9520bbc2ed36dded0ca6a","master","v1.0.0-62-gb381dd5","2015-09-15 13:43:35 -0400","Merge pull request #1 from benedikt/master","b381dd5","2017-03-22 14:00:11.432620512 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/forum/.gem/ruby/1.9.1/bundler/gems/voteable_mongo-55fcfe76705a","/edx/app/forum/.gem/ruby/1.9.1/cache/bundler/git/voteable_mongo-f658b63bf7f4c0d3b8e89a9df93833e33158cf2a","master","v1.0.2-6-g55fcfe7","2015-09-15 00:39:36 +0530","Mongoid 5 compactable","55fcfe7","2017-03-22 14:00:12.804663483 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/forum/.gem/ruby/1.9.1/bundler/gems/rack-contrib-6ff3ca2b2d98","/edx/app/forum/.gem/ruby/1.9.1/cache/bundler/git/rack-contrib-e0b18d5c2709e283f2805f404aad420ef7e7acdd","master","2 tags point to current commit:
  1.1.0-66-g6ff3ca2
  v1.2.0~3","2013-12-26 00:38:41 -0800","Merge pull request #79 from pvdb/round_max_age_to_integer_value","6ff3ca2","2017-03-22 14:00:12.132642440 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/forum/.rbenv","https://github.com/sstephenson/rbenv.git","master","v1.0.0","2015-12-24 18:34:52 +0100","rbenv 1.0.0","3997a39","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/forum/cs_comments_service","https://github.com/edx/cs_comments_service.git","open-release/ficus.master","5 tags point to current commit:
  nedbat/test/ficus.2.1
  nedbat/test/ficus.2.3
  nedbat/test/ficus.2rc1.1
  nedbat/test/ficus.2rc1.2
  open-release/ficus.2","2017-03-02 10:31:20 -0500","Merge pull request #238 from edx/robrap/newrelic","67d9763","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/edx_ansible/edx_ansible","https://github.com/Microsoft/edx-configuration.git","oxa/master.fic","open-release/eucalyptus/1rc1-872-ge5a47bd","2017-03-21 14:47:51 -0700","Merge pull request #14 from Microsoft/oxa/master.fic.eltonc","e5a47bd","2017-03-22 14:02:47.265366295 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/app/certs/certificates","https://github.com/edx/edx-certificates","open-release/ficus.master","16 tags point to current commit:
  ned/test-ficus.1
  ned/test-ficus.2
  nedbat/test-ficus.1rc4
  nedbat/test/ficus.1rc4.1
  nedbat/test/ficus.1rc4.2
  nedbat/test/ficus.1rc4.3
  nedbat/test/ficus.2.1
  nedbat/test/ficus.2.3
  nedbat/test/ficus.2rc1.1
  nedbat/test/ficus.2rc1.2
  open-release/ficus.1
  open-release/ficus.1rc1
  open-release/ficus.1rc2
  open-release/ficus.1rc3
  open-release/ficus.1rc4
  open-release/ficus.2","2016-09-07 11:21:52 -0400","Merge pull request #51 from edx/add-openedx-yaml","c23ca9a","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/edx/var/edx-themes/edx-themes","https://github.com/edx/sample-themes.git","release","","2016-09-28 10:17:37 +0500","Merge pull request #2 from edx/master","75bba56","2017-03-22 13:40:49.555655279 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/tmp/ks_source","https://github.com/Microsoft/oxa_kitchen_sink.git","master","","2017-03-13 11:28:21 -0700","Merge pull request #2 from Microsoft/apenddate","0698a4e","",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/oxa/oxa-tools","https://github.com/Microsoft/oxa-tools.git","oxa/master.fic.eltonc","oxa/master.dog-194-ged1405e","2017-03-21 16:13:09 -0700","Removed the GRANT PERMISSION statements for migrate and edxapp001 users since these are not production users and in manual migration document we have the GRANT permission step.","ed1405e","2017-03-22 13:15:02.713403744 -0700",
"lexoxabvtc12vmss000001","10.0.0.7","16.04","2.7.4","/oxa/configuration","https://github.com/Microsoft/edx-configuration.git","oxa/master.fic","open-release/eucalyptus/1rc1-872-ge5a47bd","2017-03-21 14:47:51 -0700","Merge pull request #14 from Microsoft/oxa/master.fic.eltonc","e5a47bd","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/notifier/src","https://github.com/edx/notifier.git","master","16 tags point to current commit:
  ned/test-ficus.1
  ned/test-ficus.2
  nedbat/test-ficus.1rc4
  nedbat/test/ficus.1rc4.1
  nedbat/test/ficus.1rc4.2
  nedbat/test/ficus.1rc4.3
  nedbat/test/ficus.2.1
  nedbat/test/ficus.2.3
  nedbat/test/ficus.2rc1.1
  nedbat/test/ficus.2rc1.2
  open-release/ficus.1
  open-release/ficus.1rc1
  open-release/ficus.1rc2
  open-release/ficus.1rc3
  open-release/ficus.1rc4
  open-release/ficus.2","2016-11-18 18:00:55 -0500","Merge pull request #41 from edx/ned/update-kombu-for-xenial","c334599","2017-04-10 16:35:42.401236580 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/notifier/virtualenvs/notifier/src/opaque-keys","https://github.com/edx/opaque-keys.git","5 branches contain current commit:
  master
  ormsbee/lazy_key
  ormsbee/revert_caching
  revert-84-ormsbee/reapply_optimizations
  zub/ENT-211-add-aggregate-course-key","0.1.2","2014-10-15 15:17:12 -0400","Merge pull request #43 from edx/bug/old_namespaces","a70af7c","2017-04-10 16:35:44.517237062 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/programs/programs","https://github.com/edx/programs.git","master","","2017-03-09 10:49:47 -0500","Archive the programs repository","fb0e680","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-jsme","https://github.com/jazkarta/edx-jsme.git","master","1.0.1-5-g690dbf7","2017-01-05 13:46:13 -0700","Merge pull request #6 from cahrens/patch-1","690dbf7","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-sga","https://github.com/mitodl/edx-sga","4 branches contain current commit:
  fix/aq/exception_server
  master
  release
  release-candidate","2 tags point to current commit:
  v0.4.0-16-g172a90f
  v0.6.0~1","2015-02-12 16:46:43 -0500","Merge pull request #56 from mitodl/rc/0.5.0","172a90f","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/xblock-drag-and-drop-v2","https://github.com/edx-solutions/xblock-drag-and-drop-v2.git","6 branches contain current commit:
  master
  sstudent/new_release
  sstudent/testing-2
  ziafazal/WL-581
  ziafazal/WL-581-b
  ziafazal/remove-duplicae-msgid","v2.0.11","2016-10-18 09:25:28 +0200","Merge pull request #106 from arbrandes/final_state","24c6ced","2017-04-10 16:16:27.394948374 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/rate-xblock","https://github.com/pmitros/RateXBlock.git","4 branches contain current commit:
  master
  pmitros/ux-revamp
  push-to-prod
  release-alpha","","2015-10-16 14:34:14 -0400","More i18n","367e19c","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-reverification-block","https://github.com/edx/edx-reverification-block.git","3 branches contain current commit:
  ammar/update-satellite-repos
  master
  ned/upgrade-django-1.8","0.0.5","2015-11-06 12:08:54 +0500","bump library version","cd9a252","2017-04-10 16:15:32.886799015 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/pygeoip","https://github.com/appliedsec/pygeoip.git","master","2 tags point to current commit:
  v0.3.1-5-g95e6934
  v0.3.2~10","2014-02-11 01:48:32 +0100","Add heading over the toctree","95e6934","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/parse-rest","https://github.com/dgrtwo/ParsePy.git","master","","2015-04-13 10:26:29 -0400","Merge pull request #107 from danrobinson/ACL","7949b9f","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/django-splash","https://github.com/edx/django-splash.git","2 branches contain current commit:
  ammar/upgrade-to-django1.8
  master","v0.2","2015-10-22 18:33:56 +0500","upgrade migrations","da3f5b7","2017-04-10 16:15:24.202793248 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/xblock-google-drive","https://github.com/edx-solutions/xblock-google-drive.git","master","","2015-02-20 16:06:44 +0100","Merge pull request #25 from edx-solutions/mjevtic/PR-18","138e6fa","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/edx-submissions","https://github.com/edx/edx-submissions.git","3 branches contain current commit:
  efischer/django_unpin
  efischer/pytz
  master","1.1.4","2016-12-06 16:05:34 -0500","Merge pull request #51 from edx/efischer/send_time","e4c4eae","2017-04-10 16:15:30.082797280 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/pystache-custom","https://github.com/dementrock/pystache_custom.git","master","v0.5.2-5-g7769737","2012-08-19 17:55:28 -0700","added support for applying lambda function after rendering","7769737","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/codejail","https://github.com/edx/codejail.git","edx-platform-master","","2017-01-13 11:05:09 -0500","Allow 15 threads instead of 5","a320d43","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/ora2","https://github.com/edx/edx-ora2.git","20 branches contain current commit:
  aj/test_ora2_build
  cdyer/celery-3.1.25
  dmitry/upload_improvements
  efischer/credo_replay
  efischer/criterion_names
  efischer/fix_acceptance_tests
  efischer/new_name
  efischer/pylint_fixup
  efischer/sub_update
  efischer/swallow_reset_signal
  efischer/tmp
  efischer/update_readme
  grade_available_responses_view
  greg-temp
  greric/hackathon16
  jlajoie/dsl-acceptance-tests
  jlajoie/gocd-test
  master
  rc/1.3.0
  rc/1.3.3","1.2.0","2017-01-26 15:31:04 -0500","Merge pull request #971 from edx/yro_release","4abd0ef","2017-04-10 16:16:42.026981068 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/azure-media-services","https://github.com/Microsoft/xblock-azure-media-services.git","master","v0.2-58-g7df83f1","2017-04-07 09:00:44 -0700","support for more than one video per page/unit (#26)","7df83f1","2017-04-10 16:16:32.318959883 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/done-xblock","https://github.com/pmitros/DoneXBlock.git","3 branches contain current commit:
  master
  pmitros/analytics-review
  pr-review-a","release-2016-08-10~17","2014-06-05 16:00:25 -0400","Fixes for doctype=html","1ce0ac1","2017-04-10 16:16:22.358936057 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/xblock-poll","https://github.com/open-craft/xblock-poll","master","v1.2.3","2016-12-06 09:48:08 +0100","Merge pull request #18 from open-craft/poll-options-a11y","f3a675c","2017-04-10 16:15:35.482800513 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/event-tracking","https://github.com/edx/event-tracking.git","2 branches contain current commit:
  master
  unpin-dependencies","0.2.1","2015-11-19 17:48:11 +0500","Merge pull request #34 from edx/django1.8-upgrade","c9573cf","2017-04-10 16:15:23.294792577 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/lti-consumer-xblock","https://github.com/edx/xblock-lti-consumer.git","master","v1.1.2","2017-01-30 19:32:07 +0500","updated version in setup.py","0f808cd","2017-04-10 16:16:47.818992778 -0700",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/acid-xblock","https://github.com/edx/acid-block.git","master","","2014-11-26 16:13:02 -0500","Merge pull request #9 from edx/dhm/aside","e46f9cd","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/venvs/edxapp/src/officemix","https://github.com/OfficeDev/xblock-officemix.git","master","","2015-11-23 17:50:05 -0800","Merge pull request #8 from kurtb/master","3f876b5","",
"lexoxabvtc12vmss000001","10.0.0.6","16.04","2.7.4","/edx/app/edxapp/themes","https://github.com/microsoft/edx-theme.git","oxa/master.fic","oxa/master.dog-207-g6cc3f51","2017-04-03 09:38:47 -0700","Merge pull request #67 from Microsoft/email_temp_mani","6cc3f51","2017-04-12 16:24:27.560838949 -0700",
